symbol,interval,open_time,open,high,low,close,volume,close_time,quote_volume,trade_count
BTCUSDT,1h,1782666000000,59690.62000000,59848.00000000,59403.77000000,59590.00000000,501.94475000,1782669599999,29917567.49654700,126931
